name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Attaochu,00-0031258,no,SD,DE,0,0,0,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Te'o,00-0030278,no,SD,LB,6,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Flowers,00-0026175,no,SD,,4,0,1,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Mebane,00-0025472,no,SD,NT,4,0,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Addae,00-0030312,no,SD,SS,7,0,1,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Emanuel,00-0032110,no,SD,OLB,20,1,0,0.5,34,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Hayward,00-0029261,no,SD,CB,7,0,7,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Reid,00-0031071,no,SD,DT,0,0,0,1,5,0,0,0,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Liuget,00-0027956,no,SD,DE,8,0,0,0,28,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Ingram,00-0029249,no,SD,DE,14,5,0,8,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Philon,00-0032116,no,SD,DE,4,0,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Verrett,00-0031334,no,SD,CB,2,0,1,0,11,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Lowery,00-0026253,no,SD,FS,11,1,1,0,49,0,0,0,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Brown,00-0032895,no,SD,ILB,13,2,0,3.5,64,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Brees,00-0020531,no,NO,QB,,,,,,4,1,5,1,0,,,,,,,,,,,,,,,673,471,15,37,2,0,5208,,,,,,,,,,,,,,,,,,23,22,2,2,0,0,20
B.Cooks,00-0031236,no,NO,WR,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0,534,293,78,8,0,0,1173,6,27,0,0,0,0,30
T.Hightower,00-0026289,no,NO,RB,,,,,,,,,,,,,,,,,,,,38,47,0,3,0,,,,,,,,,,,,,,,,,,133,50,22,1,0,0,200,133,190,9,4,0,0,548
T.Cadet,00-0029205,no,NO,RB,,,,,,,,,,,,,,,,,,,,63,71,0,10,0,,,,,,,,,,,,,,,,,,146,26,40,4,0,0,281,4,19,0,0,0,0,19
J.Kuhn,00-0022999,no,NO,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,4,16,1,0,0,70,18,29,5,4,0,0,37
M.Ingram,00-0027966,no,NO,RB,,,,,,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,34,46,4,0,0,319,205,330,101,6,3,2,1044
W.Snead,00-0030663,no,NO,WR,,,,,,0,0,2,0,0,,,,,,,,,,,,,,,1,1,0,1,0,0,50,,,,,,,,,,,337,23,72,4,0,0,896,,,,,,,
M.Thomas,00-0032765,no,NO,WR,,,,,,2,3,2,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,88,92,9,0,0,1137,,,,,,,
C.Fleener,00-0029697,no,NO,TE,,,,,,0,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,60,50,3,1,0,631,1,2,2,1,0,0,2
W.Lutz,00-0032569,no,NO,K,,,,,,,,,,,32,28,553,84,49,1,49,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Morstead,00-0027114,no,NO,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663,22,842,57,2751,,,,,,,,,,,,,,,,,,,
M.Murphy,00-0031959,no,NO,RB,,,,,,,,,,,,,,,,,,,,26,45,0,7,0,,,,,,,,,,,,,16,28,0,6,0,3,0,1,0,0,0,3,,,,,,,
P.Kruger,00-0027033,no,NO,,5,1,0,1.5,21,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Byrd,00-0027018,no,NO,,26,0,2,0,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,0,,,,,,,,,,,,,,
J.Jenkins,00-0030070,no,NO,DT,8,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Mauti,00-0030392,no,NO,OLB,0,1,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Onyemata,00-0033051,no,NO,DT,7,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Laurinaitis,00-0027011,no,NO,,8,0,0,0,9,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Robertson,00-0028834,no,NO,OLB,45,0,1,1,69,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Vaccaro,00-0030060,no,NO,SS,18,2,2,1,50,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Harper,00-0024258,no,NO,,3,0,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Davison,00-0031947,no,NO,DT,14,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Fairley,00-0027951,no,NO,,14,0,0,6.5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Harris,00-0032946,no,NO,CB,1,0,0,0,8,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,
K.Crawley,00-0032875,no,NO,CB,3,1,0,0,40,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Williams,00-0032059,no,NO,CB,2,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Anthony,00-0032102,no,NO,OLB,3,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Jordan,00-0027962,no,NO,DE,18,1,0,7.5,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Carr,00-0031280,no,OAK,QB,,,,,,3,0,5,0,-5,,,,,,,,,,,,,,,559,356,6,28,6,5,3933,,,,,,,,,,,,,,,,,,38,72,0,0,0,0,70
J.Olawale,00-0029492,no,OAK,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,75,12,1,0,0,227,17,39,3,2,0,0,47
T.Jones,00-0028063,no,OAK,RB,,,,,,0,0,0,1,0,,,,,,,,,,68,84,0,8,0,,,,,,,,,,,,,,,,,,42,0,4,0,0,0,43,1,-8,0,0,0,0,-8
L.Murray,00-0030513,no,OAK,RB,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,0,33,0,0,0,264,195,218,47,12,0,0,788
D.Washington,00-0032940,no,OAK,RB,,,,,,1,1,1,1,0,,,,,,,,,,20,20,0,1,0,,,,,,,,,,,,,,,,,,85,0,17,0,0,0,115,86,201,22,2,0,0,467
J.Richard,00-0033025,no,OAK,RB,,,,,,0,1,0,1,-2,,,,,,,,,,211,250,0,17,0,,,,,,,,,,,,,102,170,0,34,0,123,21,29,2,0,0,194,84,250,75,1,0,0,492
A.Cooper,00-0031544,no,OAK,WR,,,,,,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,202,82,5,3,2,1149,1,0,0,0,0,0,0
S.Roberts,00-0031166,no,OAK,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,78,38,5,2,2,397,,,,,,,
M.Crabtree,00-0026986,no,OAK,WR,,,,,,0,1,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,64,89,8,2,1,1003,,,,,,,
C.Walford,00-0032256,no,OAK,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,48,33,3,0,0,359,,,,,,,
J.Ward,00-0033046,no,OAK,DE,14,0,0,0,16,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Janikowski,00-0019646,no,OAK,K,,,,,,,,,,,35,29,498,87,38,1,37,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.King,00-0029123,no,OAK,P,,,,,,0,2,1,2,24,,,,,,,,,,,,,,,,,,,,,,665,35,966,81,3938,,,,,,,,,,,,,1,0,0,0,0,0,0
T.Carrie,00-0031269,no,OAK,SS,3,0,1,0,19,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,53,58,0,7,0,,,,,,,,,,,,,,
S.McGee,00-0030515,no,OAK,DT,3,2,0,2.5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Amerson,00-0030420,no,OAK,CB,8,0,2,0,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Irvin,00-0029193,no,OAK,OLB,10,6,0,7,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Autry,00-0031254,no,OAK,DE,7,0,0,3,22,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Ellis,00-0031346,no,OAK,DT,6,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.McGill,00-0031347,no,OAK,SS,5,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Smith,00-0028180,no,OAK,OLB,18,2,1,0,86,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Nelson,00-0025408,no,OAK,FS,15,0,5,0,50,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Mack,00-0031040,no,OAK,DE,19,5,1,11,54,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Latham,00-0032938,no,OAK,DT,9,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Smith,00-0027037,no,OAK,CB,7,0,2,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Heeney,00-0032201,no,OAK,MLB,2,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hayden,00-0030572,no,OAK,DB,5,1,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Fitzpatrick,00-0023682,no,NYJ,QB,,,,,,1,4,9,4,-6,,,,,,,,,,,,,,,404,229,17,12,0,0,2709,,,,,,,,,,,,,,,,,,33,83,0,0,0,0,130
M.Forte,00-0026184,no,NYJ,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,13,30,1,0,0,263,218,202,48,7,0,0,814
B.Powell,00-0028064,no,NYJ,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,6,58,2,0,0,388,131,201,54,3,0,0,722
E.Decker,00-0027690,no,NYJ,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,20,9,2,0,0,194,,,,,,,
Q.Enunwa,00-0031023,no,NYJ,WR,,,,,,,,,,,,,,,,,,,,54,54,0,1,0,,,,,,,,,,,,,,,,,,457,118,58,4,0,0,857,1,12,0,0,0,0,12
B.Marshall,00-0024334,no,NYJ,WR,,,,,,0,0,0,1,0,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,325,33,60,3,0,0,787,,,,,,,
N.Folk,00-0025565,no,NYJ,K,,,,,,,,,,,28,27,556,81,26,0,24,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Edwards,00-0032449,no,NYJ,P,,,,,,1,0,1,0,-22,,,,,,,,,,,,,,,,,,,,,,593,24,831,75,3236,,,,,,,,,,,,,1,0,0,0,0,0,0
J.Marshall,00-0032694,no,NYJ,WR,,,,,,2,2,4,2,0,,,,,,,,,,147,191,0,13,0,,,,,,,,,,,,,42,90,0,18,0,88,24,14,2,0,0,162,,,,,,,
D.Harris,00-0025434,no,NYJ,LB,31,0,0,0.5,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Thomas,00-0032740,yes,NYJ,DE,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Lee,00-0033147,no,NYJ,ILB,28,0,0,1.0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Williams,00-0031151,no,NYJ,CB,3,1,2,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Mauldin,00-0031564,no,NYJ,OLB,9,0,1,2.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Skrine,00-0028075,no,NYJ,CB,8,0,1,1,39,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,
S.McLendon,00-0026564,no,NYJ,DT,8,1,0,3.5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Henderson,00-0025945,no,NYJ,,7,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Wilkerson,00-0027968,no,NYJ,DE,26,1,0,4.5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Revis,00-0025401,no,NYJ,,10,0,1,0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Williams,00-0031933,no,NYJ,NT,33,2,0,6.0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Gilchrist,00-0027988,no,NYJ,DB,15,1,2,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Dalton,00-0027973,no,CIN,QB,,,,,,3,2,9,2,-17,,,,,,,,,,,,,,,563,364,8,18,0,0,4206,,,,,,,,,,,,,,,,,,46,126,6,4,0,0,184
J.Wright,00-0031291,no,CIN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,13,0,0,0,106,2,2,0,0,0,0,-6
G.Bernard,00-0030456,no,CIN,RB,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,25,39,1,0,0,336,91,102,13,2,0,0,337
J.Hill,00-0031301,no,CIN,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,21,0,0,0,174,222,258,107,9,0,0,839
C.Uzomah,00-0032134,no,CIN,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,1,25,1,0,0,234,,,,,,,
B.LaFell,00-0027681,no,CIN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,150,64,6,0,0,862,1,-2,0,0,0,0,-2
A.Green,00-0027942,no,CIN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,122,66,4,0,0,964,,,,,,,
T.Boyd,00-0033009,no,CIN,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,1,54,1,0,0,603,4,57,0,0,0,0,58
M.Nugent,00-0023482,no,CIN,K,,,,,,,,,,,29,23,378,69,29,0,23,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Huber,00-0027103,no,CIN,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632,23,883,78,3613,,,,,,,,,,,,,,,,,,,
A.Erickson,00-0032543,no,CIN,WR,,,,,,0,3,3,3,0,,,,,,,,,,330,441,0,29,0,,,,,,,,,,,,,96,133,0,28,0,71,0,6,0,0,0,71,,,,,,,
A.Jones,00-0023441,no,CIN,CB,12,1,1,0,54,1,1,3,1,0,,,,,,,,,,61,63,0,4,0,,,,,,,,,,,,,40,44,0,10,0,,,,,,,,,,,,,,
M.Johnson,00-0027044,no,CIN,DE,13,0,0,3.5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Sims,00-0026217,no,CIN,DT,22,0,0,1.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Iloka,00-0029215,no,CIN,FS,25,0,3,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Rey,00-0027245,no,CIN,OLB,31,0,1,0,48,0,0,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Lewis-Harris,00-0029696,no,CIN,DB,2,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Atkins,00-0027720,no,CIN,DT,11,0,0,9.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Dunlap,00-0027662,no,CIN,DE,19,3,0,8.0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Peko,00-0024338,no,CIN,DT,20,0,0,0,17,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Williams,00-0030471,no,CIN,SS,22,0,3,1,59,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Hunt,00-0030449,no,CIN,DE,7,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Kirkpatrick,00-0029560,no,CIN,CB,11,0,3,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Shaw,00-0032168,no,CIN,CB,16,0,1,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Dansby,00-0022927,no,CIN,LB,44,0,0,1,69,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Wentz,00-0032950,no,PHI,QB,,,,,,3,7,14,7,-29,,,,,,,,,,,,,,,607,379,14,16,3,1,3782,,,,,,,,,,,7,0,1,0,0,0,7,46,111,5,2,1,1,150
D.Sproles,00-0023564,no,PHI,RB,0,0,0,0,1,0,3,1,3,0,,,,,,,,,,19,19,0,1,0,,,,,,,,,,,,,107,176,0,17,0,226,77,52,2,0,0,427,94,170,27,2,0,0,438
R.Mathews,00-0027864,no,PHI,,,,,,,2,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,1,13,1,0,0,115,155,198,22,8,2,2,660
K.Barner,00-0030465,no,PHI,RB,,,,,,,,,,,,,,,,,,,,124,160,0,9,0,,,,,,,,,,,,,22,22,0,2,0,32,0,5,0,0,0,42,27,64,11,2,0,0,129
W.Smallwood,00-0032782,no,PHI,RB,,,,,,1,0,1,0,0,,,,,,,,,,220,222,86,9,1,,,,,,,,,,,,,,,,,,42,0,6,0,0,0,55,77,111,1,1,0,0,312
B.Celek,00-0025549,no,PHI,TE,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,0,14,0,0,0,155,,,,,,,
J.Matthews,00-0031299,no,PHI,WR,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,36,73,3,2,0,804,,,,,,,
Z.Ertz,00-0030061,no,PHI,TE,,,,,,,,,,,,,,,,,,,,8,8,0,1,0,,,,,,,,,,,,,,,,,,270,37,78,4,0,0,816,,,,,,,
N.Agholor,00-0031549,no,PHI,WR,,,,,,0,1,1,1,0,,,,,,,,,,59,62,0,5,0,,,,,,,,,,,,,,,,,,214,75,36,2,0,0,365,5,14,0,0,0,0,14
D.Green-Beckham,00-0032218,no,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,10,36,2,0,0,392,,,,,,,
C.Sturgis,00-0030390,no,PHI,K,,,,,,,,,,,40,35,607,105,31,0,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Jones,00-0022684,no,PHI,P,,,,,,0,1,1,1,-14,,,,,,,,,,,,,,,,,,,,,,656,21,842,63,2888,,,,,,,,,,,,,1,0,0,0,0,0,0
K.Grugier-Hill,00-0032437,yes,PHI,OLB,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.McKelvin,00-0026151,no,PHI,,11,0,2,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Mills,00-0032803,no,PHI,CB,10,0,0,0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Cox,00-0029653,no,PHI,DT,16,1,0,6.5,28,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Allen,00-0031089,no,PHI,DT,14,0,0,0.5,15,0,0,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Barwin,00-0027022,no,PHI,LB,14,1,0,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Jenkins,00-0026990,no,PHI,SS,24,0,3,1,46,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.McLeod,00-0028899,no,PHI,FS,12,1,3,1,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hicks,00-0032129,no,PHI,MLB,28,0,5,1,56,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Bradham,00-0029272,no,PHI,OLB,30,2,1,2,67,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Carroll,00-0027744,no,PHI,DB,14,0,1,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Graham,00-0027865,no,PHI,DE,17,2,0,5.5,41,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Griffin,00-0029665,no,CLE,,,,,,,1,1,4,1,-18,,,,,,,,,,,,,,,147,87,3,2,0,0,886,,,,,,,,,,,,,,,,,,31,76,19,2,0,0,190
D.Johnson,00-0032257,no,CLE,RB,,,,,,1,0,2,0,0,,,,,,,,,,19,19,0,1,0,1,0,0,0,0,0,0,,,,,,60,84,0,17,0,269,0,53,0,0,0,514,74,177,1,1,0,0,366
A.Hawkins,00-0027918,no,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,16,33,3,0,0,324,2,0,0,0,0,0,0
I.Crowell,00-0030656,no,CLE,RB,,,,,,2,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,0,40,0,0,0,319,197,378,99,7,0,0,944
T.Pryor,00-0028825,no,CLE,WR,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,9,5,0,0,0,0,41,,,,,,,,,,,388,28,77,4,2,1,1007,8,14,3,1,0,0,21
C.Coleman,00-0032966,no,CLE,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,52,33,3,0,0,413,2,10,0,0,0,0,10
M.Johnson,00-0032068,no,CLE,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,5,0,0,0,44,1,2,0,0,0,0,2
C.Erving,00-0032145,no,CLE,C,,,,,,0,1,1,1,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Murray,00-0030626,no,CLE,,,,,,,,,,,,2,1,35,3,3,1,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Colquitt,00-0026516,no,CLE,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,22,867,83,3761,,,,,,,,,,,,,,,,,,,
D.Davis,00-0029607,no,CLE,LB,40,1,0,2,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Kindred,00-0033076,no,CLE,SS,14,0,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Ogbah,00-0033073,no,CLE,DE,24,0,0,5.5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Meder,00-0030697,no,CLE,DE,22,0,0,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Williams,00-0024061,no,CLE,DB,8,0,1,0,28,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,
